ANMOIS;APT;APT_NOM;APT_ZON;APT_PEQ;APT_PAX_dep;APT_PAX_arr;APT_PAX_tr;APT_FRP_dep;APT_FRP_arr;APT_NMVT_mxt;APT_NMVT_cgo
201904;LFOK;CHALONS-VATRY;MT;10998;3460;3390;0;220,8;193,9;66;24
201904;LFOP;ROUEN-VALLEE DE SEINE;MT;1111;577;534;0;0;0;61;0
201904;LFOT;TOURS-VAL DE LOIRE;MT;18610;9408;9202;0;0;0;130;0
201904;LFPB;PARIS-LE BOURGET;MT;7722;3905;3817;0;0;0;3705;0
201904;LFPG;PARIS-CHARLES DE GAULLE;MT;8172422;3303494;3190151;2932;85974,2;81610,3;39623;2422
201904;LFPO;PARIS-ORLY;MT;3045142;1515200;1431907;115;5039;4753,1;20147;0
201904;LFQQ;LILLE-LESQUIN;MT;191109;98647;92075;385;0,2;0;1951;0
201904;LFRB;BREST-BRETAGNE;MT;108268;52869;52552;2774;5,4;1,9;1265;3
201904;LFRD;DINARD-PLEURTUIT-ST-MALO;MT;10367;5281;5086;0;0;0;118;0
201904;LFRG;DEAUVILLE-NORMANDIE;MT;9606;4245;3404;1957;0;0;120;0
201904;LFRH;LORIENT-LANN-BIHOUE;MT;9017;4364;4653;0;0;0;287;0
201904;LFRK;CAEN-CARPIQUET;MT;29943;15529;14413;1;0;0;453;0
201904;LFRN;RENNES-ST-JACQUES;MT;84110;38407;38473;376;259,4;426;1173;110
201904;LFRQ;QUIMPER-PLUGUFFAN;MT;5875;2762;3113;0;0;0;155;0
201904;LFRS;NANTES-ATLANTIQUE;MT;700691;349863;339653;4032;268,4;446;5989;74
201904;LFRZ;ST-NAZAIRE-MONTOIR;MT;17192;701;691;184;996,2;565,4;74;80
201904;LFSB;BALE-MULHOUSE;MT;867010;420369;395895;641;2930,5;2080;6567;420
201904;LFSL;BRIVE-SOUILLAC;MT;9445;4933;4511;1;0;0;178;0
201904;LFST;STRASBOURG-ENTZHEIM;MT;114553;57540;56341;638;1,9;1,5;1558;0
201904;LFTH;TOULON-HYERES;MT;44068;20653;23413;2;0;0;844;0
201904;LFTW;NIMES-GARONS;MT;22546;11448;11098;0;0;0;162;0
201904;LFVP;ST-PIERRE-POINTE BLANCHE;OM;3200;1675;1339;0;1,6;17;209;4
201904;NLWF;FUTUNA;OM;1102;516;555;0;0,5;2,6;112;1
201904;NLWW;WALLIS-HIHIFO;OM;3632;1780;1682;0;3,3;13,7;135;2
201904;NTAA;"TAHITI FAA'A";OM;138786;63912;64374;76;423,5;618,9;1850;1
201904;NTAM;RIMATARA;OM;1148;342;379;407;0,2;1,8;30;0
201904;NTAR;RURUTU;OM;2261;848;862;507;0,1;4,3;52;0
201904;NTAT;TUBUAI MATAURA;OM;2364;863;859;593;0,1;4,8;52;0
201904;NTAV;RAIVAVAE;OM;1330;488;469;354;0,1;1,8;30;0
201904;NTGC;TIKEHAU;OM;4213;1383;1404;1398;0;2,8;100;0
201904;NTGF;FAKARAVA;OM;3084;1339;1426;278;0;4,1;68;0
201904;NTGJ;TOTEGEGIE;OM;1296;583;638;31;0,1;4,3;30;0
201904;NTGM;MAKEMO;OM;1053;338;434;245;0,2;3,3;50;1
201904;NTMD;NUKU HIVA;OM;4568;1946;1960;581;2,1;6;165;0
201904;NTMN;HIVA OA-ATUONA;OM;3317;1346;1306;613;0,2;5;116;0
201904;NTTB;BORA BORA;OM;28969;13278;13561;1996;2,4;11;607;9
201904;NTTG;RANGIROA;OM;8382;3301;3466;1501;4,8;6,6;190;0
201904;NTTH;HUAHINE;OM;13267;4718;4890;3576;3,2;5,1;294;0
201904;NTTM;MOOREA;OM;7161;3230;2355;1568;0;0,8;188;0
201904;NTTO;HAO;OM;2075;568;585;897;0,1;2,4;90;0
201904;NTTP;MAUPITI;OM;2984;1457;1470;3;0;5,3;86;0
201904;NTTR;RAIATEA;OM;23204;9704;10044;3272;5,5;12,9;494;8
201904;NWWE;ILE DES PINS;OM;9750;4685;4822;0;5,4;18,8;217;1
201904;NWWL;LIFOU;OM;16215;7647;8013;0;14,3;41,3;514;1
201904;NWWM;NOUMEA MAGENTA;OM;40660;19618;19588;0;105,9;39,5;1089;3
201904;NWWR;MARE;OM;7993;3636;4003;0;11,3;24,1;267;0
201904;NWWV;OUVEA;OM;7814;3694;3844;0;8;19,5;272;0
201904;NWWW;NOUMEA LA TONTOUTA;OM;46290;20895;21429;0;63,7;332,9;360;0
201904;SOCA;CAYENNE-FELIX EBOUE;OM;43932;22579;18993;0;65,3;170,8;507;27
201904;SOOA;MARIPASOULA;OM;3531;1345;1508;494;0;18,4;351;19
201904;TFFF;MARTINIQUE-AIME CESAIRE;OM;202686;94417;87142;6228;748,2;741,7;1490;10
201904;TFFG;ST-MARTIN-GRAND-CASE;OM;19786;9478;9953;11;16,9;17,5;642;52
201904;TFFJ;ST-BARTHELEMY;OM;18709;9425;8974;2;10,9;19,8;3032;121
201904;TFFR;POINTE-A-PITRE-LE RAIZET;OM;241636;113282;103281;5674;1158,7;781,2;2278;63
201904;ZZMT; AUTRES APT (MT);MT;6336;3085;3173;8;1,6;5,4;1930;3
201904;ZZOM; AUTRES APT (OM);OM;15683;5540;5630;4092;3,8;38,3;1322;16
201905;FMCZ;MAYOTTE-MARCEL HENRY;OM;27350;11358;13245;149;24,5;235,3;303;0
201905;FMEE;LA REUNION-ROLAND GARROS;OM;221564;101158;88560;3976;638,7;2148,3;1085;10
201905;FMEP;ST-PIERRE-PIERREFONDS;OM;8620;4320;4293;0;0;0,7;168;0
201905;LFAQ;ALBERT-BRAY;MT;1676;92;125;0;96,2;49,7;57;21
201905;LFBA;AGEN-LA GARENNE;MT;1240;640;600;0;0;0;90;0
201905;LFBD;BORDEAUX-MERIGNAC;MT;703953;341066;348852;3042;423,7;675,6;5993;120
201905;LFBE;BERGERAC-DORDOGNE-PERIGORD;MT;31758;15141;16617;0;0;0;326;0
201905;LFBH;LA ROCHELLE-ILE DE RE;MT;20497;9905;10592;0;0;0;347;0
201905;LFBI;POITIERS-BIARD;MT;10235;4132;4080;2023;0;0;236;0
201905;LFBL;LIMOGES-BELLEGARDE;MT;30145;14689;15299;157;0;0;414;0
201905;LFBO;TOULOUSE-BLAGNAC;MT;894677;408017;430205;3318;1984,4;3329,2;7311;442
201905;LFBP;PAU-PYRENEES;MT;48371;24119;24242;10;0;0;818;0
201905;LFBT;TARBES-LOURDES-PYRENEES;MT;73004;35893;37111;0;0;0;578;0
201905;LFBZ;BIARRITZ-PAYS-BASQUE;MT;98765;47874;50891;0;0;0;880;0
201905;LFCK;CASTRES-MAZAMET;MT;3977;2069;1908;0;0;0;127;0
201905;LFCR;RODEZ-AVEYRON;MT;6796;3338;3458;0;0;0;165;0
201905;LFGJ;DOLE-TAVAUX;MT;10108;5081;4996;31;0;0;74;0
201905;LFJL;METZ-NANCY-LORRAINE;MT;20725;10123;9459;1143;0;0;438;0
201905;LFKB;BASTIA-PORETTA;MT;145514;66534;73700;0;116,1;411,9;1373;99
201905;LFKC;CALVI-STE-CATHERINE;MT;28464;13805;14568;81;0;1;444;0
201905;LFKF;FIGARI-SUD-CORSE;MT;65677;31833;33844;0;0;0;824;0
201905;LFKJ;AJACCIO-NAPOLEON-BONAPARTE;MT;171268;80773;85476;0;108,4;393,5;1407;66
201905;LFLC;CLERMONT-FERRAND-AUVERGNE;MT;42046;20133;19607;541;176,4;0,2;756;6
201905;LFLL;LYON-ST-EXUPERY;MT;1033080;491399;494384;2828;2107,9;2339;9511;315
201905;LFLW;AURILLAC;MT;2877;1469;1408;0;0;0;92;0
201905;LFLX;CHATEAUROUX-DEOLS;MT;1614;1044;419;0;8,9;6,2;16;4
201905;LFMD;CANNES-MANDELIEU;MT;1254;725;529;0;0;0;848;0
201905;LFMK;CARCASSONNE-SALVAZA;MT;34369;16518;17851;0;0;0;222;0
201905;LFML;MARSEILLE-PROVENCE;MT;919584;429751;434753;2297;2631,3;2647,1;7956;581
201905;LFMN;"NICE-COTE D'AZUR";MT;1363452;667009;682690;1878;878,4;309,1;17403;33
201905;LFMP;PERPIGNAN-RIVESALTES;MT;38706;18562;20144;0;0;0;394;0
201905;LFMT;MONTPELLIER-MEDITERRANEE;MT;160901;75633;80512;377;227;210,9;1516;65
201905;LFMU;BEZIERS-VIAS;MT;27136;13035;14101;0;0;0;224;0
201905;LFOB;BEAUVAIS-TILLE;MT;355189;176526;178659;0;0;0,4;2072;0
201905;LFOH;LE HAVRE-OCTEVILLE;MT;1099;709;390;0;0;0;16;0
201905;LFOK;CHALONS-VATRY;MT;8955;3720;3596;1;156,9;6,9;91;9
201905;LFOP;ROUEN-VALLEE DE SEINE;MT;1512;835;677;0;0;0;70;0
201905;LFOT;TOURS-VAL DE LOIRE;MT;18382;9176;9206;0;0;0;131;0
201905;LFPB;PARIS-LE BOURGET;MT;8920;4504;4416;0;0;0;4448;0
201905;LFPG;PARIS-CHARLES DE GAULLE;MT;8285430;3133387;3324398;1661;94506,7;88091,8;40811;2508
201905;LFPO;PARIS-ORLY;MT;2852404;1360312;1411069;129;5452,9;2636,6;19831;0
201905;LFQQ;LILLE-LESQUIN;MT;210934;106878;103055;997;0,2;0,2;2137;3
201905;LFRB;BREST-BRETAGNE;MT;111637;53284;52280;3179;288,2;1,2;1317;8
201905;LFRD;DINARD-PLEURTUIT-ST-MALO;MT;9715;4764;4951;0;0;0;100;0
201905;LFRG;DEAUVILLE-NORMANDIE;MT;17675;8395;7230;1985;4;2,5;217;1
201905;LFRH;LORIENT-LANN-BIHOUE;MT;8373;4218;4155;0;0;0;304;0
201905;LFRK;CAEN-CARPIQUET;MT;30970;15619;15351;0;0;0;465;0
201905;LFRN;RENNES-ST-JACQUES;MT;83635;38721;38071;490;261,3;373,9;1201;111
201905;LFRQ;QUIMPER-PLUGUFFAN;MT;6280;3078;3202;0;0;0;175;0
201905;LFRS;NANTES-ATLANTIQUE;MT;692621;345060;338231;1955;281,4;456,1;6009;70
201905;LFRZ;ST-NAZAIRE-MONTOIR;MT;15530;552;523;142;939,9;491,5;73;73
201905;LFSB;BALE-MULHOUSE;MT;890397;421183;414660;492;3135,9;2270,3;6957;485
201905;LFSL;BRIVE-SOUILLAC;MT;10485;5007;5475;3;0;0;203;0
201905;LFST;STRASBOURG-ENTZHEIM;MT;104697;52406;51569;704;1,1;0,7;1471;0
201905;LFTH;TOULON-HYERES;MT;49099;24788;24302;9;0;0;1016;0
201905;LFTW;NIMES-GARONS;MT;22713;10987;11726;0;0;0;174;0
201905;LFVP;ST-PIERRE-POINTE BLANCHE;OM;3277;1298;1781;0;1,5;18,3;184;1
201905;NLWW;WALLIS-HIHIFO;OM;2544;1184;1175;0;3,2;15,3;102;2
201905;NTAA;"TAHITI FAA'A";OM;125188;57285;57024;49;457,7;625,3;1713;4
201905;NTAR;RURUTU;OM;1366;529;460;334;0,2;4,1;38;0
201905;NTAT;TUBUAI MATAURA;OM;1600;570;595;390;0,1;4,4;38;0
201905;NTGC;TIKEHAU;OM;4083;1341;1425;1286;0;3,1;98;0
201905;NTGF;FAKARAVA;OM;2726;1149;1209;316;0;5,2;60;0
201905;NTMD;NUKU HIVA;OM;3302;1387;1231;590;1,1;8,3;112;0
201905;NTMN;HIVA OA-ATUONA;OM;2816;1178;1078;506;0;5,5;86;0
201905;NTTB;BORA BORA;OM;28845;13560;13199;1917;3,6;13,3;626;18
201905;NTTG;RANGIROA;OM;8322;3364;3243;1605;3;8;186;0
201905;NTTH;HUAHINE;OM;12489;4570;4855;2975;3,1;5,7;272;0
201905;NTTM;MOOREA;OM;7961;4148;2655;1148;0,1;1;218;0
201905;NTTO;HAO;OM;1115;303;311;458;0,2;4,1;46;0
201905;NTTP;MAUPITI;OM;2487;1184;1252;0;0;5,1;62;0
201905;NTTR;RAIATEA;OM;22343;9225;9254;3648;6,3;15,3;502;10
201905;NWWE;ILE DES PINS;OM;7778;3701;3830;0;5;19,7;214;0
201905;NWWL;LIFOU;OM;14075;6556;6980;0;11,7;42,2;509;0
201905;NWWM;NOUMEA MAGENTA;OM;34158;16542;16135;0;111,3;36,8;1057;0
201905;NWWR;MARE;OM;7100;3071;3645;0;11,5;26,9;250;0
201905;NWWV;OUVEA;OM;6360;2973;3096;0;8;21,1;254;0
201905;NWWW;NOUMEA LA TONTOUTA;OM;41122;20711;16102;0;96,3;334,6;326;0
201905;SOCA;CAYENNE-FELIX EBOUE;OM;45314;21117;21434;0;68,8;207,4;499;23
201905;SOOA;MARIPASOULA;OM;3543;1516;1377;443;0;20,6;347;19
201905;TFFF;MARTINIQUE-AIME CESAIRE;OM;145425;69170;57686;6902;388,9;777,9;1270;75
201905;TFFG;ST-MARTIN-GRAND-CASE;OM;18018;9143;8577;11;15,4;13,3;624;44
201905;TFFJ;ST-BARTHELEMY;OM;15328;7814;7257;0;8,1;17,6;2405;118
201905;TFFR;POINTE-A-PITRE-LE RAIZET;OM;181091;87482;77173;5131;242;888,5;1998;53
201905;ZZMT; AUTRES APT (MT);MT;6617;3279;3259;24;1,9;3,6;1631;5
201905;ZZOM; AUTRES APT (OM);OM;15839;5291;5388;4705;3,6;41,9;1227;7
201906;FMCZ;MAYOTTE-MARCEL HENRY;OM;34286;14765;16327;687;31,9;218,8;363;1
201906;FMEE;LA REUNION-ROLAND GARROS;OM;208450;96201;84243;3621;506,8;1931,7;1049;9
201906;FMEP;ST-PIERRE-PIERREFONDS;OM;5949;3044;2903;0;0;0,2;132;0
201906;LFAQ;ALBERT-BRAY;MT;2289;549;547;0;78,6;40,7;48;16
201906;LFBA;AGEN-LA GARENNE;MT;1651;857;794;0;0;0;102;0
201906;LFBD;BORDEAUX-MERIGNAC;MT;769847;374486;382592;2040;439,7;633,2;6198;117
201906;LFBE;BERGERAC-DORDOGNE-PERIGORD;MT;38942;19047;19891;4;0;0;385;0
201906;LFBH;LA ROCHELLE-ILE DE RE;MT;31611;15380;16231;0;0;0;453;0
201906;LFBI;POITIERS-BIARD;MT;18029;7756;7773;2500;0;0;310;0
201906;LFBL;LIMOGES-BELLEGARDE;MT;33523;16586;16876;61;0;0;429;0
201906;LFBO;TOULOUSE-BLAGNAC;MT;948912;446956;447846;2623;1939,6;3209,1;7400;436
201906;LFBP;PAU-PYRENEES;MT;56268;27587;27527;2;71,9;43,4;859;8
201906;LFBT;TARBES-LOURDES-PYRENEES;MT;50711;24983;25728;0;0;0;432;0
201906;LFBZ;BIARRITZ-PAYS-BASQUE;MT;120421;58843;61570;8;0;0;1026;0
201906;LFCK;CASTRES-MAZAMET;MT;4361;2194;2132;35;0;0;137;0
201906;LFCR;RODEZ-AVEYRON;MT;11047;5334;5713;0;0;0;195;0
201906;LFGJ;DOLE-TAVAUX;MT;9639;4991;4648;0;0;0;84;0
201906;LFJL;METZ-NANCY-LORRAINE;MT;28381;14084;12492;1805;0;0;499;0
201906;LFKB;BASTIA-PORETTA;MT;194784;90094;99343;75;120,3;406,9;1712;99
201906;LFKC;CALVI-STE-CATHERINE;MT;43363;20516;22742;98;0;0,7;632;0
201906;LFKF;FIGARI-SUD-CORSE;MT;108830;52303;56527;0;0;0;1319;0
201906;LFKJ;AJACCIO-NAPOLEON-BONAPARTE;MT;212557;100569;106761;0;110,7;412;1660;68
201906;LFLC;CLERMONT-FERRAND-AUVERGNE;MT;46436;20829;21168;763;367,4;0,2;804;11
201906;LFLL;LYON-ST-EXUPERY;MT;1120395;542152;530198;3465;2118;2340,1;9804;323
201906;LFLW;AURILLAC;MT;3748;1820;1928;0;0;0;128;0
201906;LFMD;CANNES-MANDELIEU;MT;1170;766;404;0;0;0;1021;0
201906;LFMK;CARCASSONNE-SALVAZA;MT;40015;19323;20692;0;0;0;261;0
201906;LFML;MARSEILLE-PROVENCE;MT;1014860;480403;483274;1519;2336,2;2630,2;8360;554
201906;LFMN;"NICE-COTE D'AZUR";MT;1538984;747013;778382;1688;861,7;328,4;17770;39
201906;LFMP;PERPIGNAN-RIVESALTES;MT;47897;23333;24564;0;0;0;439;0
201906;LFMT;MONTPELLIER-MEDITERRANEE;MT;190821;92120;93591;9;265,7;244,3;1653;75
201906;LFMU;BEZIERS-VIAS;MT;34103;16576;17526;1;0;0;217;0
201906;LFMV;AVIGNON-CAUMONT;MT;1351;630;710;5;0,7;0;257;1
201906;LFOB;BEAUVAIS-TILLE;MT;350469;176176;174165;81;0;4,8;2064;0
201906;LFOK;CHALONS-VATRY;MT;11339;3770;4031;0;252,3;101,5;100;11
201906;LFOP;ROUEN-VALLEE DE SEINE;MT;1902;916;986;0;0;0;66;0
201906;LFOT;TOURS-VAL DE LOIRE;MT;13757;6806;6948;3;0;0;130;0
201906;LFPB;PARIS-LE BOURGET;MT;13499;6851;6648;0;0;0;5547;0
201906;LFPG;PARIS-CHARLES DE GAULLE;MT;8647362;3429751;3487071;1796;89373;83501,5;41200;2382
201906;LFPO;PARIS-ORLY;MT;3082419;1517764;1492753;119;5329,5;1848,8;20235;1
201906;LFQQ;LILLE-LESQUIN;MT;242624;124002;117591;1029;0,2;0;2241;0
201906;LFRB;BREST-BRETAGNE;MT;120080;58088;58363;3566;4,9;1,4;1326;3
201906;LFRD;DINARD-PLEURTUIT-ST-MALO;MT;12522;6236;6286;0;0;0;158;0
201906;LFRG;DEAUVILLE-NORMANDIE;MT;20060;8619;8986;2400;3;2,5;288;2
201906;LFRH;LORIENT-LANN-BIHOUE;MT;8790;4327;4463;0;0;0;276;0
201906;LFRK;CAEN-CARPIQUET;MT;34259;17513;16745;1;0;0;513;0
201906;LFRM;LE MANS-ARNAGE;MT;5595;2804;2791;0;0;0;910;0
201906;LFRN;RENNES-ST-JACQUES;MT;91416;42175;42539;538;239,2;377,2;1227;107
201906;LFRQ;QUIMPER-PLUGUFFAN;MT;7929;4033;3896;0;0;0;202;0
201906;LFRS;NANTES-ATLANTIQUE;MT;742853;365963;366435;3443;263,9;437,3;6200;75
201906;LFRZ;ST-NAZAIRE-MONTOIR;MT;16155;426;666;114;972,1;522,9;76;77
201906;LFSB;BALE-MULHOUSE;MT;927377;440542;434955;1272;3090,3;1970,5;7315;464
201906;LFSL;BRIVE-SOUILLAC;MT;9219;4651;4567;1;0;0;182;0
201906;LFST;STRASBOURG-ENTZHEIM;MT;131468;66917;63568;952;2;1,1;1577;0
201906;LFTH;TOULON-HYERES;MT;54917;26831;28073;13;0;0;1356;1
201906;LFTW;NIMES-GARONS;MT;25191;12637;12554;0;0;0;187;0
201906;LFVP;ST-PIERRE-POINTE BLANCHE;OM;3255;1428;1639;0;1,4;17,4;225;1
201906;NLWF;FUTUNA;OM;1279;626;618;0;0,9;2,6;133;1
201906;NLWW;WALLIS-HIHIFO;OM;4215;1952;2068;0;3,5;16;159;1
201906;NTAA;"TAHITI FAA'A";OM;131229;59298;61432;84;479,1;562,4;1736;0
201906;NTAR;RURUTU;OM;1652;571;675;352;0,4;4,9;38;0
201906;NTAT;TUBUAI MATAURA;OM;1620;570;566;441;0,3;4;40;0
201906;NTGC;TIKEHAU;OM;4274;1534;1475;1230;0,4;3,1;98;0
201906;NTGF;FAKARAVA;OM;2878;1215;1308;308;0,3;4,4;62;0
201906;NTGU;ARUTUA;OM;1070;318;374;349;0,1;2,7;34;0
201906;NTMD;NUKU HIVA;OM;3927;1684;1674;472;3,3;6,4;134;0
201906;NTMN;HIVA OA-ATUONA;OM;2879;999;1115;697;0,7;6,1;105;0
201906;NTTB;BORA BORA;OM;28822;13166;13612;1888;2,5;13,1;623;3
201906;NTTG;RANGIROA;OM;7953;3109;2998;1746;3,1;6,9;180;0
201906;NTTH;HUAHINE;OM;11877;4423;4385;2989;2,9;5,1;266;0
201906;NTTM;MOOREA;OM;7528;3756;2390;1372;0;1;210;0
201906;NTTO;HAO;OM;1233;369;300;523;0,2;3,8;48;0
201906;NTTP;MAUPITI;OM;2399;1166;1165;17;0,2;4,9;66;0
201906;NTTR;RAIATEA;OM;21696;9120;9125;3262;6,1;12,8;493;6
201906;NWWE;ILE DES PINS;OM;8413;4257;3927;0;5,4;17,5;224;0
201906;NWWL;LIFOU;OM;18687;9141;9077;0;10,4;36,5;500;1
201906;NWWM;NOUMEA MAGENTA;OM;43370;20132;21861;0;101,3;36,4;1113;2
201906;NWWR;MARE;OM;9191;4500;4346;0;9,8;24,7;280;0
201906;NWWV;OUVEA;OM;8937;4364;4263;0;9,9;21,1;262;0
201906;NWWW;NOUMEA LA TONTOUTA;OM;47700;21309;22905;0;87,5;261,1;349;0
201906;SOCA;CAYENNE-FELIX EBOUE;OM;47017;23604;21087;0;64;168,7;472;23
201906;SOOA;MARIPASOULA;OM;3374;1366;1369;495;0;14,4;316;14
201906;TFFF;MARTINIQUE-AIME CESAIRE;OM;144705;63373;65985;5524;264,1;718,1;1313;64
201906;TFFG;ST-MARTIN-GRAND-CASE;OM;17491;8886;8325;7;17,5;9,8;586;42
201906;TFFJ;ST-BARTHELEMY;OM;13583;6847;6504;0;8,2;15;2050;106
201906;TFFR;POINTE-A-PITRE-LE RAIZET;OM;180750;80418;85247;5022;198,4;808;1973;53
201906;ZZMT; AUTRES APT (MT);MT;7915;3438;4084;85;25,9;4,9;2167;3
201906;ZZOM; AUTRES APT (OM);OM;16142;5304;5510;4852;4,7;42,3;1212;15
201907;FMCZ;MAYOTTE-MARCEL HENRY;OM;47948;23106;22189;127;31,2;221,5;502;1
201907;FMEE;LA REUNION-ROLAND GARROS;OM;287507;131371;126394;4039;528,6;2041,8;1219;10
201907;FMEP;ST-PIERRE-PIERREFONDS;OM;9940;5694;4246;0;0;0;174;0
201907;LFAQ;ALBERT-BRAY;MT;1449;70;71;0;80,3;50,6;47;15
201907;LFBA;AGEN-LA GARENNE;MT;1457;754;703;0;0;0;132;0
201907;LFBD;BORDEAUX-MERIGNAC;MT;849303;427377;408426;1238;470,4;755,8;6589;136
201907;LFBE;BERGERAC-DORDOGNE-PERIGORD;MT;47064;22544;24455;62;0,3;0;481;0
201907;LFBH;LA ROCHELLE-ILE DE RE;MT;45572;21903;23669;0;0;0;578;0
201907;LFBI;POITIERS-BIARD;MT;13822;5610;5886;2326;0;0;257;0
201907;LFBL;LIMOGES-BELLEGARDE;MT;33890;16447;17418;25;0;0;424;0
201907;LFBO;TOULOUSE-BLAGNAC;MT;904944;438873;412323;1699;1919,9;3285,1;6959;459
201907;LFBP;PAU-PYRENEES;MT;51832;24820;25898;7;47,5;63,2;818;5
201907;LFBT;TARBES-LOURDES-PYRENEES;MT;60918;29997;30911;10;0;0;506;0
201907;LFBZ;BIARRITZ-PAYS-BASQUE;MT;151213;71769;79444;0;0;0;1259;0
201907;LFCK;CASTRES-MAZAMET;MT;5391;2575;2767;49;0;0;173;0
201907;LFCR;RODEZ-AVEYRON;MT;12964;6414;6550;0;0;0;207;0
201907;LFGJ;DOLE-TAVAUX;MT;9197;5318;3879;0;0;0;74;0
201907;LFJL;METZ-NANCY-LORRAINE;MT;32772;17385;13310;2077;0;0;554;0
201907;LFKB;BASTIA-PORETTA;MT;233512;104826;122303;535;163,4;421,4;1996;106
201907;LFKC;CALVI-STE-CATHERINE;MT;62383;27723;34518;136;0;0,6;786;0
201907;LFKF;FIGARI-SUD-CORSE;MT;141636;66321;75315;0;0;0;1889;0
201907;LFKJ;AJACCIO-NAPOLEON-BONAPARTE;MT;243401;109630;127217;113;170,2;473,9;1844;79
201907;LFLC;CLERMONT-FERRAND-AUVERGNE;MT;41737;19897;18630;853;196,4;39,3;705;6
201907;LFLL;LYON-ST-EXUPERY;MT;1237610;644107;536398;5283;2529,4;2652,8;10373;358
201907;LFLW;AURILLAC;MT;4257;2022;2235;0;0;0;162;0
201907;LFLY;LYON-BRON;MT;1346;632;612;102;0;0;498;0
201907;LFMD;CANNES-MANDELIEU;MT;1276;728;548;0;0;0;1240;0
201907;LFMK;CARCASSONNE-SALVAZA;MT;42884;21185;21699;0;0;0;271;0
201907;LFML;MARSEILLE-PROVENCE;MT;1107807;557305;492166;2185;2702,9;2912,2;8950;650
201907;LFMN;"NICE-COTE D'AZUR";MT;1700784;846635;839396;2603;850,4;364,6;20410;37
201907;LFMP;PERPIGNAN-RIVESALTES;MT;53456;26600;26856;0;0;0;495;0
201907;LFMT;MONTPELLIER-MEDITERRANEE;MT;210523;103731;100991;167;295,4;268,1;1722;86
201907;LFMU;BEZIERS-VIAS;MT;37093;18156;18935;2;0;0;239;0
201907;LFMV;AVIGNON-CAUMONT;MT;1412;673;733;6;0;0;266;0
201907;LFOB;BEAUVAIS-TILLE;MT;356439;191819;164558;62;0;0,1;2165;0
201907;LFOK;CHALONS-VATRY;MT;9063;3665;2924;0;43,4;204;81;11
201907;LFOP;ROUEN-VALLEE DE SEINE;MT;1226;568;658;0;0;0;36;0
201907;LFOT;TOURS-VAL DE LOIRE;MT;20443;10835;9608;0;0;0;153;0
201907;LFPB;PARIS-LE BOURGET;MT;9996;5093;4903;0;0;0;4728;0
201907;LFPG;PARIS-CHARLES DE GAULLE;MT;9234384;3941224;3484249;2199;96718,2;83953,1;43660;2635
201907;LFPO;PARIS-ORLY;MT;3183079;1709590;1397081;436;5836,6;1760,5;20715;11
201907;LFQQ;LILLE-LESQUIN;MT;241200;127468;112636;1061;3,1;0,4;2148;0
201907;LFRB;BREST-BRETAGNE;MT;126346;60575;61068;3877;81,2;1,4;1383;2
201907;LFRD;DINARD-PLEURTUIT-ST-MALO;MT;13968;6819;7149;0;0;0;189;0
201907;LFRG;DEAUVILLE-NORMANDIE;MT;18248;8034;7689;2495;1,5;1,5;289;2
201907;LFRH;LORIENT-LANN-BIHOUE;MT;9211;4372;4839;0;0;0;289;0
201907;LFRK;CAEN-CARPIQUET;MT;32157;16402;15755;0;0;0;482;0
201907;LFRN;RENNES-ST-JACQUES;MT;94789;42803;43032;726;384,1;438,7;1180;130
201907;LFRQ;QUIMPER-PLUGUFFAN;MT;8751;4229;4522;0;0;0;201;0
201907;LFRS;NANTES-ATLANTIQUE;MT;775943;398317;366134;3238;315;510,4;6201;81
201907;LFRZ;ST-NAZAIRE-MONTOIR;MT;15352;238;362;60;964,4;504,9;50;68
201907;LFSB;BALE-MULHOUSE;MT;969488;488376;427163;1123;3172,6;2110;7259;522
201907;LFSL;BRIVE-SOUILLAC;MT;10588;5342;5246;0;0;0;200;0
201907;LFST;STRASBOURG-ENTZHEIM;MT;128358;67603;59623;1087;2,6;2;1584;0
201907;LFTH;TOULON-HYERES;MT;56213;26986;29219;8;0;0;1639;0
201907;LFTW;NIMES-GARONS;MT;25624;12953;12583;88;0;0;182;0
201907;LFVP;ST-PIERRE-POINTE BLANCHE;OM;4657;2265;2203;0;1,7;17,3;271;1
201907;NLWW;WALLIS-HIHIFO;OM;3892;1804;1908;0;2,1;16;124;1
201907;NTAA;"TAHITI FAA'A";OM;167116;79011;76781;292;457,1;646,1;2188;2
201907;NTAM;RIMATARA;OM;1206;368;394;422;0;2,1;28;0
201907;NTAR;RURUTU;OM;2482;887;949;598;0,1;4,7;54;0
201907;NTAT;TUBUAI MATAURA;OM;2401;843;873;616;0,6;6,4;56;0
201907;NTAV;RAIVAVAE;OM;1005;316;373;293;0,1;2,2;28;0
201907;NTGC;TIKEHAU;OM;5343;1952;2172;1162;0,7;5;106;0
201907;NTGF;FAKARAVA;OM;4243;1757;2063;372;0,3;4,8;90;0
201907;NTGJ;TOTEGEGIE;OM;1159;505;594;4;0,3;5,3;26;0
201907;NTMD;NUKU HIVA;OM;4574;1894;2030;569;2,5;5,6;166;0
201907;NTMN;HIVA OA-ATUONA;OM;3720;1532;1573;544;0,4;6,6;137;0
201907;NTTB;BORA BORA;OM;35083;16406;16250;2245;3,3;14,9;719;16
201907;NTTG;RANGIROA;OM;11065;4229;4661;2038;4,2;9,6;230;0
